,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도
1343,제7회 반송한마음축제,반송동 일원,2023-07-01,2023-07-01,개막행사+무대공연 등,반송한마음축제위원회,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1344,제27회 부산바다축제,해운대해수욕장,2023-08-01,2023-08-01,개막행사+무대공연 등,부산광역시,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1345,송정해변축제,송정해수욕장 일원,2023-08-01,2023-08-01,개막행사+무대공연 등,송정축제조직위원회,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1346,달맞이언덕 인문학 축제,"어울마당, 추리문학관 등",2023-10-01,2023-10-01,인문학 강연+무대공연 등,해운대포럼,051-749-4064,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1347,제20회 담안골 문화축제,반송동 일원,2023-10-01,2023-10-01,개막행사+무대공연 등,반송지구발전협의회,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1348,장산제,장산 일원,2023-10-01,2023-10-01,개막행사+무대공연 등,해운대를 사랑하는 모습,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1349,제11회 재송포축제,재송동 일원,2023-10-01,2023-10-01,개막행사+무대공연 등,재송발전협의회,051-749-4064,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1350,동백섬문화관광축제,동백섬 일원,2023-10-01,2023-10-01,최치원추념헌공다례+기로연진다례 등,해운대문화예술원,051-749-4064,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1351,제10회 수영강변축제,수영강시민공원,2023-10-01,2023-10-01,개막행사+무대공연 등,수영강변축제위원회,051-749-4061,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1352,제18회 부산불꽃축제,"동백섬, 마린시티 일원",2023-11-01,2023-11-01,불꽃쇼+무대공연 등,부산광역시,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1353,제10회 해운대 빛축제,"구남로, 해운대해수욕장, 등",2023-12-01,2023-12-01,빛시설물 전시+체험프로그램 등,부산광역시 해운대구청,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1354,제36회 해운대북극곰축제,해운대해수욕장 일원,2023-12-01,2023-12-01,북극곰 수영대회+체험프로그램+무대공연 등,부산일보,051-749-4064,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1355,2024 카운트다운&해맞이 축제,해운대해수욕장 일원,2023-12-31,2024-01-01,카운트다운 행사+해맞이 행사+부대 프로그램 등,부산광역시 해운대구청,051-749-4062,,,부산광역시 해운대구 중동2로 11,부산광역시 해운대구 중동 1378-95,35.16313992,129.1635303
1356,상화문학제,수성못 상화동산+수성문화원,2023-05-19,2023-05-21,백일장+시낭송대회+문학강연+문학공연,수성문화원,053-768-0002,http://www.suseong.or.kr,,대구광역시 수성구 들안로16길 78,대구광역시 수성구 두산동 30,35.839227,128.618141
1357,천을산 해맞이,천을산 정상,2024-01-01,2024-01-01,"신년메세지, 해오름 퍼포먼스 등",대구광역시 수성구,053-666-2162,https://www.suseong.kr,천을산 해맞이 동산+고산초교,,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183
1358,제26회 무안연꽃추제,회산백련지 일원,2023-07-20,2023-07-23,아이스존+연자방+소방등 달기+연꽃 팥빙수 나눔잔치+연잎들고 연꽃길 걷기+연 공예체험 등,무안군축제추진위원회,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86008849,126.5298962
1359,제9회 무안황토갯벌축제,무안황토갯벌랜드 일원,2023-06-09,2023-06-11,풍요깃발퍼레이드+농게·낙지·운저리잡기 체험 등,무안군축제추진위원회,061-450-5472,http://tour.muan.go.kr/,,전라남도 무안군 해제면 용산길 140,전라남도 무안군 해제면 유월리 1-1,35.10332391,126.3319409
1360,제50회 지리산평화제,지리산 신선너들+산청공설운동장+성철공원,2023-10-10,2023-10-14,지리산 산신제+평화상 시상+민속행사+원혼 위령제,경상남도 산청군청,055-970-6401,https://www.sancheong.go.kr/tour/contents.do?key=2006,,경상남도 산청군 시천면 지리산대로 520,경상남도 산청군 시천면 중산리 519,35.293748,127.754118
1361,제47회 남명선비문화축제,한국선비문화연구원,2023-10-20,2023-10-21,남명제례+개막식+공연+경연+전시+체험행사,경상남도 산청군청,055-970-6401,https://www.sancheong.go.kr/tour/contents.do?key=2002,,경상남도 산청군 시천면 남명로240번길 33,경상남도 산청군 시천면 사리 900-27,35.276319,127.846049
1362,제17회 기산국악제전,기산국악당+동의보감촌,2023-09-22,2023-09-23,추모제+박헌봉 국악상 시상+국악한마당공연+전국국악경연대회,경상남도 산청군청,055-970-6401,https://www.sancheong.go.kr/tour/contents.do?key=2001,,경상남도 산청군 단성면 상동길 69,경상남도 산청군 단성면 사월리 1399,35.27616022,127.934248
1363,제15회 불교문화제전,성철공원,2023-10-14,2023-10-14,음악회+불교문화체험 및 전시,경상남도 산청군청,055-970-6401,https://www.sancheong.go.kr/tour/contents.do?key=6329,,,경상남도 산청군 단성면 묵곡리 949,35.277656,127.964971
1366,삼척정월대보름제,우체국일원,2023-02-03,2023-02-05,개막식+제례행사+문화재행사+민속놀이행사 등 9개분야 46종,강원도 삼척시청,033-573-2882,http://www.fullmoonfestival.or.kr/,"엑스포광장, 삼척 시내(척주로 일원), 삼척해수욕장 일원",강원도 강원도 삼척시청 엑스포로 45,강원도 강원도 삼척시청 성남동 1-5,37.43896231,129.160145
1367,삼척맹방유채꽃행사,근덕면 상맹방리 유채밭 일대,2023-04-07,2023-04-16,농축특산물 판매장 및 향토 먹거리장터 운영+유채꽃 사진전+유채꽃따라 걷기대회 등(코로나-19 확산방지로 행사취소),삼척맹방유채꽃축제위원회,033-570-3375,http://tour.samcheok.go.kr/03joy/02_03.jsp,"덕산해수욕장,맹방해수욕장",강원도 삼척시 근덕면 삼척로 3916-112(마을회관),강원도 삼척시 근덕면 상맹방리 215-1 외 30필지,37.40072352,129.2117828
1368,황영조 국제 마라톤 대회,엑스포광장~근덕면 일원,2023-05-21,2023-05-21,황영조 국제 마라톤 대회,강원일보,033-570-3813,,박물관+죽서루+해양레일바이크+해상케이블카+해신당공원 코스,강원도 강원도 삼척시청 엑스포로 45,강원도 강원도 삼척시청 성남동 1-5,37.43896231,129.160145
1369,삼척장미축제,삼척장미공원 일원,2023-05-20,2023-05-24,공연+먹거리+체험+기타,강원도 삼척시청,033-570-3082,,장미공원,강원도 강원도 삼척시청 오십천로 536,강원도 강원도 삼척시청 정상동 232,37.43501045,129.1752024
1370,삼척비치썸페스티벌,삼척해변 일원,2023-07-26,2023-07-30,공연+먹거리+체험+기타,강원도 삼척시청,033-570-3081,,삼척해변,강원도 강원도 삼척시청 테마타운길 19,강원도 강원도 삼척시청 갈천동 14,37.46667271,129.1705322
1371,삼척동해왕이사부축제,이사부광장 일원,2023-10-06,2023-10-08,공연+퍼레이드+체험+연계행사 등,강원도 삼척시청,033-570-3073,http://www.yisabu.com,삼척문화예술회관 광장 일대,강원도 강원도 삼척시 엑스포로 45,강원도 강원도 삼척시청 성남동 1-5,37.44988816,129.1656266
1372,삼척평생학습박람회 및 책축제,문화예술회관일원,2023-10-21,2023-10-22,개막식+평생학습유공자 포상+체험 홍보부스 운영+작품전시+공연 발표+책관련 행사 등,강원도 삼척시청,033-570-4432,http://lifelong.samcheok.go.kr/main/,삼척문화예술회관 광장 일대,강원도 강원도 삼척시청 청석로3길 16-41,강원도 강원도 삼척시청 교동 736,37.44912555,129.1780308
1376,2023 김포 아라마린페스티벌,아라마리나 일원,2023-05-27,2023-05-28,수상레저체험+문화콘서트 등,경기도 김포시+K-water,031-999-7833,https://aramarinefestival.com,,,경기도 김포시 고촌읍 전호리 661,37.59870927,126.7878826
1377,2023 김포 평화누리길 걷기 행사,평화누리길(김포 구간),2023-06-03,2023-06-03,걷기 프로그램+부대행사 등,경기도 김포시,031-956-8313,,,,경기도 김포시 대곶면 대명리 551-19,37.64048159,126.5409612
1382,제18회 영양산나물축제,영양군청 일원,2023-05-11,2023-05-14,판매+체험+공연+부대행사,경상북도 영양군청,054-680-6411,yftf.kr,축제 프로그램 등,경상북도 영양군 영양읍 군청길 37,경상북도 영양군 영양읍 서부리 379-1,36.66735774,129.1126844
1384,치악산배축제,원주원예농협 하나로마트광장,2023-11-01,2023-11-01,지역 배 판매+품평회 등,치악산배원주시협의회,033-737-4131,,,강원도 원주시 무실로 182,강원도 원주시 단계동 803-2,37.3414432,127.9392853
1385,반계리 은행나무축제,반계리 은행나무광장,2023-11-04,2023-11-04,기획전시+체험프로그램 운영 등,반계권역창조적마을,033-000-0000,,,,강원도 원주시 문막읍 반계리 1495-1,37.2942081,127.7884224
1386,제23회 섬강축제,간현관광지 일원,2023-09-01,2023-09-03,버스킹 공연+농특산물 직거래 장터 운영 등,섬강축제위원회,033-737-5504,,,강원도 원주시 소금산길 12,강원도 원주시 지정면 간현리 1056-24,37.36457641,127.834038
1387,정서진 해넘이 행사,인천 서구 정서진,2023-12-31,2023-12-31,경관조명행사 + 체험프로그램,인천광역시 서구,032-560-5933,http://www.seo.incheon.kr/,,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644
1388,아라뱃길 카약축제,인천 서구 정서진,2023-05-20,2023-05-20,카약퍼레이드 + 부대행사,수자원환경산업진흥+해양소년단연맹,032-560-5933,http://www.seo.incheon.kr/,,인천광역시 서구 정서진1로 41,인천광역시 서구 오류동 1563,37.55843603,126.6074644
1395,대왕암 해맞이 축제,대왕암,2023-01-01,2023-01-01,해맞이,동울산청년회의소,,,,,울산광역시 동구 일산동 산907,0.0,0.0
1396,퓨전 국악의 향연,꽃바위문화관 3층 다목적공연장,2023-05-19,2023-05-19,국악,울산광역시 동구,052-209-4330,,,울산광역시 동구 문현3길 6,울산광역시 동구 방어동 1120-1,35.48705813,129.4112633
