,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,주소,위도,경도
27,전국생활문화축제 in강릉,강릉명주예술마당,2022-10-27,2022-10-30,전국 생활문화 활동 발표+기획 프로그램 등,강원도 강릉시청,033-647-6808,강원도 강릉시 경강로 2021번길9-1,37.75040333,128.8898121
146,2021 꿈의 오케스트라 강릉 언택트 연주회 향상더하기,강릉문화TV,2021-08-31,2021-09-07,꿈의 오케스트라 강릉 언택트 연주회「향상더하기」,강원도 강릉시청,033-823-3214,강원도 강릉시 하슬라로 96 강릉문화원,37.75863,128.873881
844,가야문화축제(예정),수릉원+대성동 고분군+가야의거리 일원,2023-04-20,2023-04-23,공식+민속+축제+체험+설치+부대 연계행사,경상남도 김해시청,055-330-3944,경상남도 김해시 가야의길 126,35.23606039,128.8730826
846,김해평생학습과학축제,수릉원+대성동 고분군+가야의거리 일원,2022-10-22,2022-10-23,전시+축제+체험 설치+부대행사,김해평생학습과학축제운영위원회,055-330-4883,경상남도 김해시 가야의길 126,35.23606039,128.8730826
601,김해분청도자기축제,김해분청도자박물관+김해도자판매전시관,2022-10-21,2022-10-30,의식+특별전시+판매+부대행사,경상남도 김해시청,055-330-3244,경상남도 김해시 진례면 진례로 275-35,35.25149561,128.745857
845,김해분청도자기축제,김해분청도자박물관+김해도자판매전시관,2022-10-21,2022-10-30,의식+특별전시+판매+부대행사,경상남도 김해시청,055-330-3244,경상남도 김해시 진례면 진례로 275-35,35.25149561,128.745857
784,봉화은어축제,경상북도 봉화군 봉화읍 내성천 일원,2023-07-29,2023-08-06,은어반두잡이+맨손잡이 체험 등,경상북도 봉화군청,054-674-3053,경상북도 봉화군 봉화읍 내성리 506,36.89039738,128.7379707
785,봉화송이축제,경상북도 봉화군 봉화읍 내성천 일원,2023-09-21,2023-09-24,송이채취+시식회 등,경상북도 봉화군청,054-674-3053,경상북도 봉화군 봉화읍 내성리 506,36.89039738,128.7379707
1200,제15회 청도유등제,청도천둔치,2023-06-03,2022-06-03,유등 점등 및 무대+체험+전시 행사 등,청도유등제봉행위원회,054-372-6534,경상북도 청도군 화양읍 송북리 98-3,35.65498121,128.7372391
45,양지암축제,능포수변공원,2022-09-24,2022-09-24,가수 초청공연+노래자랑 등 화합행사+민속체험행사가 펼쳐지는 주민 화합 축제,거제시 능포동주민자치회,055-639-3797,경상남도 거제시 능포동 564-25,34.88646521,128.735617
766,안심창조밸리 연꽃마을 축제,안심창조밸리 일원,2023-08-12,2023-08-15,연꽃길 힐링걷기대회+관련 문화행사,안심창조밸리 주민협의체,053-964-2901,대구광역시 동구 괴전동 401-2,35.869549,128.735308
106,안동국제탈춤축제,안동탈춤공원+시내일원+하회마을 외,2022-09-30,2022-10-09,탈춤공연+경연대회+대동난장 등,경상북도 안동시청,054-840-3400,경상북도 안동시 경동로 684(운흥동) 등 원도심 일대,36.5627376,128.732934
855,안동국제탈춤축제,안동탈춤공원+시내일원+하회마을 외,2023-10-02,2023-10-09,탈춤공연+경연대회+대동난장 등,경상북도 안동시청,054-840-3400,경상북도 안동시 경동로 684(운흥동) 등 원도심 일대,36.5627376,128.732934
372,거제비어페스타,장승포 수변공원,2022-08-17,2022-08-20,음악공연+즉석 댄스 등 경연+이벤트 및 각종 퍼포먼스,거제맥주축제추진위원회,055-639-3373,경상남도 거제시 장승포동 685-3,34.86687999,128.7260471
1021,거제송년불꽃축제,장승포항 수변공원,2022-12-31,2022-12-31,식전공연+개회식+불꽃쇼+식후공연 등의 행사가 진행되는 송년불꽃축제,거제시 장승포동,055-639-3396,경상남도 거제시 장승포동 685-3,34.86687999,128.7260471
1199,2023청도소싸움축제,청도소싸움경기장,2023-04-14,2023-04-16,전통소싸움대회 및 공연행사,청도소싸움축제추진위원회,054-370-6376,경상북도 청도군 화양읍 남성현로 348,35.6867346,128.7251449
1020,거제대구수산물축제,장목면 외포항 일원,2022-12-17,2022-12-18,축하공연+불꽃쇼+트로트공연과 함께 즐기는 거제대구수산물 축제,거제대구호망협의회+외포청년회,055-639-4273,경상남도 거제시 장목면 외포리 57-46,34.94091241,128.7192123
854,202청도세계코미디아트페스티벌,청도야외공연장,2023-10-13,2023-10-15,코미디를 테마로 한 공연+전시+체험 등,경상북도 청도군청,054-370-6376,경상북도 청도군 화양읍 청려로 1846,35.64838523,128.7186823
1201,2023청도반시축제,청도야외공연장,2023-10-13,2023-10-15,청도반시전시판매행사 및 공연,청도반시축제추진위원회,054-370-6376,경상북도 청도군 화양읍 청려로 1846,35.64838523,128.7186823
504,거제 옥포대첩 축제,옥포대첩기념공원+옥포동 일원,2022-06-14,2022-06-15,옥포대첩축제로 명칭 변경+임진왜란 첫 승전인 옥포대첩을 기념하는 행사로 기념식을 비롯하여 문화예술/ 민속/ 이벤트행사 등이 다양하게 진행되며 시민 참여마당 및 볼거리 제공,거제시문화예술재단,055-639-3393,경상남도 거제시 팔랑포2길 87,34.90219827,128.7140595
893,정월대보름 달집태우기 행사,안심교 하부 금호강 둔치,2023-02-05,2023-02-05,공연+달집태우기,안심백인청년회,053-662-2172,대구광역시 동구 금호강변로,35.863611,128.713736
47,거제도국제펭귄수영축제,덕포해수욕장,2022-12-10,2022-12-10,국제펭귄수영대회+아이스버킷+각종 공연+나눔 및 다양한 행사가 있는 겨울 축제,거제시 옥포2동,055-639-6864,경상남도 거제시 덕포동 364-4,34.91173654,128.7108483
590,제22회 밀양공연예술축제,밀양아리랑아트센터 밀양아리나,2022-07-08,2022-07-29,연극축제,경상남도 밀양시청,,경상남도 밀양시 부북면 창밀로 3097-16,35.53347627,128.7046157
591,제40회 대한민국연극제,밀양아리랑아트센터 밀양아리나,2022-07-08,2022-07-30,연극축제,경상남도 밀양시청,,경상남도 밀양시 부북면 창밀로 3097-16,35.53347627,128.7046157
649,대관령눈꽃축제,대관령면 횡계리 송천일원,2023-01-13,2023-01-22,눈조각전시+눈썰매체험,강원도 평창군청,033-335-3995,강원도 평창군 대관령면 사부랑길224-2,37.70493356,128.7017723
734,제6회의성슈퍼푸드마늘축제,의성종합운동장+읍내 시가지 일원 및 남대천,2023-10-06,2023-10-08,의성 특산물 마늘을 활용한 요리대회+마늘주제관 등 다채로운 프로그램 운영,의성군축제추진위원회,054-830-6578,경상북도 의성군 의성읍 군청길 31,36.35290408,128.6972464
895,팔공산 벚꽃축제,팔공산 동화지구 분수대광장,2023-04-06,2023-04-09,무대공연+봄나물 비빔밥 축제+벚꽃가요제,팔공산 동화지구 상가번영회,053-981-6624,대구광역시 동구 용수동 27-5,35.98972752,128.696466
1357,천을산 해맞이,천을산 정상,2024-01-01,2024-01-01,"신년메세지, 해오름 퍼포먼스 등",대구광역시 수성구,053-666-2162,대구광역시 수성구 가천동 산11-3,35.85169239,128.6950183
306,구민화합 어울림한마당,율하체육공원,2023-10-15,2023-10-15,무대공연+체육행사,대구광역시 동구청,053-662-4073,대구광역시 동구 금호강변로 278,35.85992537,128.6928379
371,거제 바다로 세계로,지세포항수변공원 등,2022-07-29,2022-07-31,스포츠와 함께하는 여름축제로 매년 7월말에서 8월초순 경에 개최되는 한려수도 해양축제로 천혜의 관광자원과 문화예술공연을 함께 즐길 수 있는 전국 최대규모의 해양축제,거제시 관광과,055-639-4163,경상남도 거제시 일운면 거제대로 2056,34.80795032,128.6922045
735,제1회남대천벚꽃축제,남대천일원,2023-04-08,2023-04-09,버스킹+플리마켓 중심의 벚꽃축제,경상북도 의성군청,054-830-6578,경상북도 의성군 의성읍 후죽리 774-18,36.34921729,128.6915824
1045,진해군항제,중원로터리 및 진해구 일원,2019-04-01,2019-04-10,추모대제+승전행사+불꽃쇼+문화예술행사,경상남도 창원시,,경상남도 창원시 진해구 진해대로 649,35.15910822,128.6869245
102,영주사과축제,영주시 부석사 주차장 일원,2021-10-25,2021-10-31,사과판매행사+이벤트+체험행사 등 영주사과홍보,경상북도 영주시,054-630-8707,경상북도 영주시 부석면 북지리 300,36.99451393,128.6811773
717,야철제,성산패총,2022-06-30,2022-06-30,초혼제+불씨봉송 및 점화+제례,경상남도 창원시,,경상남도 창원시 성산구 성산패총로 137,35.20793223,128.6792735
765,선덕여왕 숭모재,부인사 숭모전,2023-05-04,2023-05-04,숭모재 의식 및 국악공연+전시 등 문화행사,대한불교조계종 부인사,,대구광역시 동구 팔공산로 967-28,35.99490611,128.6739767
176,정선아리랑제,강원도 정선군 정선읍 아라리공원,2022-09-15,2022-09-18,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,강원도 정선군,033-563-2646,강원도 정선군 정선읍 봉양3길 17,37.38024298,128.6602287
1016,정선아리랑제,강원도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,강원도 정선군청,033-563-2646,강원도 정선군 정선읍 봉양3길 17,37.38024298,128.6602287
973,진해군악의장페스티벌,진해공설운동장,2019-04-01,2019-04-10,개막행사+주공연장 마칭공연+프린지공연,경상남도 창원시,,경상남도 창원시 진해구 충무로 43(도만동),35.14836103,128.6554537
503,거제맹종대나무축제,거제맹종죽테마파크,2022-04-28,2022-05-01,봄의 기운이 더욱 푸르러지는 4월에 하청면의 명소 거제맹종죽 테마파크 죽림포레스티벌로의 초대,거제맹종죽영농조합법인,055-639-6353,경상남도 거제시 하청면 실전리 산 84-6,34.96780022,128.6510265
304,최계란 선생 대구아리랑제,불로봉무동 일원,2023-10-01,2023-10-01,공연+먹거리 부스 운영,불로봉무동 주민자치위원회,053-662-2172,대구광역시 동구 팔공로50길 66,35.92195919,128.6501799
305,용암산성 옥샘문화재,불로천 다목적광장,2023-10-10,2023-10-10,옥천제+사생대회+끼페스티벌+문화행사,도평동주민자치위원회,053-662-3801,대구광역시 동구 팔공로24길 171,35.9099747,128.6501287
892,해맞이행사,동촌유원지 해맞이 공원,2023-01-01,2023-01-01,신년메시지+무대공연,대구광역시 동구청,053-662-2172,대구광역시 동구 효목동 212-2,35.884546,128.6456995
767,팔공산 왕건축제,동화천 생태하천 둔치,2023-09-16,2023-09-16,왕건관련 체험프로그램+동화천 걷기대회행사+무대행사,공산동 주민자치위원회,053-662-3981,대구광역시 동구 지묘동 1220-19,35.942676,128.6426741
860,용암산성 옥샘문화제,불로천,2021-10-01,2021-10-31,제례행사+공산농요 등,용암산성 옥샘문화제 추진위원회,053-662-3082,대구광역시 동구 아양로 207(신암동),35.88681058,128.6360751
861,팔공산 단풍축제,팔공산 동화지구,2021-10-01,2021-10-31,단풍가요제+단풍길 걷기대회+축하공연,팔공산 동화지구 상가번영회,053-982-0103,대구광역시 동구 아양로 207(신암동),35.88681058,128.6360751
894,2023 동촌금호강예술제 Art Blossom,"아양아트센터, 지저동 금호강 둔치",2023-03-28,2023-04-02,버스킹공연+노래하는 대한민국,대구광역시 동구청,053-662-4073,대구광역시 동구 불로동 1058,35.89472234,128.6332203
163,수성못페스티벌,수성못,2022-09-23,2022-09-25,지역 예술인 문화공연+음악불꽃쇼+들안길 푸드 페스티벌 등,대구광역시 수성구 문화체육과,053-668-1504,대구광역시 수성구 달구벌대로 2450(범어동),35.85820008,128.6306298
748,수성못페스티벌,수성못,2021-10-01,2021-10-03,지역 예술인 문화공연+음악불꽃쇼+들안길 푸드 페스티벌 등,대구광역시 수성구 문화체육과,053-668-1504,대구광역시 수성구 달구벌대로 2450(범어동),35.85820008,128.6306298
1111,양양 송이&연어축제,양양남대천 둔치 및 부대행사장,2023-10-04,2023-10-08,"송이 및 연어 홍보부스, 부대행사",양양문화재단,033-671-3803,강원도 양양군 양양읍 남문리 226-2,38.07312233,128.6241919
1150,양양문화제,양양남대천 둔치 및 부대행사장,2023-06-08,2023-06-10,2023년 양양문화제,양양문화제위원회,033-670-2795,강원도 양양군 양양읍 남문리 226-2,38.07312233,128.6241919
104,영주무섬외나무다리축제,영주시 무섬마을 일원,2022-10-01,2022-10-02,이벤트+체험행사 등 무섬마을 홍보,경상북도 영주시,054-630-8707,경상북도 영주시 문수면 수도리 268,36.732962,128.621224
719,남산상봉제,남산공원,2022-09-17,2022-09-18,개막식+상봉가요제+남산어울림한마당+체험행사,창원남산상봉제 축제위원회,,경상남도 창원시 의창구 팔용로 494-37,35.25767299,128.6191963
1356,상화문학제,수성못 상화동산+수성문화원,2023-05-19,2023-05-21,백일장+시낭송대회+문학강연+문학공연,수성문화원,053-768-0002,대구광역시 수성구 들안로16길 78,35.839227,128.618141
421,김광석노래부르기,신천둔치(대봉교아래),2018-09-15,2018-09-15,노래경연+ 초청가수콘서트+ 부대행사,대구광역시 중구,053-661-2177,대구광역시 수성구 수성로72길 43 (수성동2가),35.8561652,128.6162623
422,김광석노래부르기,신천둔치(대봉교아래),2019-09-21,2019-09-21,김광석노래경연+ 초청가수콘서트+ 부대행사,대구광역시 중구,053-661-2177,대구광역시 수성구 수성로72길 43 (수성동2가),35.8561652,128.6162623
505,남부면 수국축제,남부면 저구항 일원,2022-07-09,2022-07-10,남부면에서 20여년 동안 가꾸어 온 아름다운 수국꽃을 시민 및 관광객들에게 선물을 선사하다,거제시 남부면,055-639-6531,경상남도 거제시 남부면 남부해안로 30,34.73224984,128.6101227
58,김광석추모콘서트,김광석길야외콘서트홀,2019-01-06,2019-01-06,초청가수콘서트,대봉문화마을협의회,053-661-2173,대구광역시 중구 동덕로8길 34-20(대봉동),35.85982116,128.6066276
